"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JCIUEDC9","journalArticle","2024","Yang, Weipeng; Hu, Xinyun; Yeter, Ibrahim H.; Su, Jiahong; Yang, Yuqin; Lee, John Chi‐Kin","Artificial intelligence education for young children: A case study of technology‐enhanced embodied learning","Journal of Computer Assisted Learning","","0266-4909, 1365-2729","10.1111/jcal.12892","https://onlinelibrary.wiley.com/doi/10.1111/jcal.12892","Abstract                            Background               Artificial Intelligence (AI) literacy is a crucial part of digital literacy that all individuals should possess in today's technologically advanced world. Despite the potential benefits that AI education offers, little research has been done on how to teach AI literacy to children.                                         Objectives                                This study aimed to fill that gap by investigating how children were engaged in AI literacy activities that are supported by intelligent agents. These activities were implemented in a Hong Kong kindergarten with a class of six 5‐year‐olds (                 M                 age                  = 62.83 months, SD = 2.91) over a 6‐week period.                                                        Methods               The study gathered data from multiple sources, including classroom observations, teacher interviews, and documents/artefacts.                                         Results and Conclusions               The results showed that children could learn about AI through interaction with intelligent agents in embodied learning contexts. The findings of this study have implications for the broader field of digital technology education, particularly in the context of early childhood education.                        ,              Lay Description                            What is already known about this topic                                                                        Artificial Intelligence (AI) literacy is essential in today's world.                                                           Little research exists on engaging young children in learning AI literacy.                                                                                            What this paper adds                                                                        Technology‐enhanced embodied learning approach affords multimodality in enabling young children's learning with AI‐related agents.                                                           Project‐based learning and real‐life examples can enhance children's learning.                                                                                            Implications for practice and/or policy                                                                        Early exposure to AI can help children navigate the increasingly digital world.                                                           Practical approaches, such as embodied and multimodal learning, seem to be effective.                                                           Teachers can enhance children's digital learning by using pedagogical strategies like project‐based learning and real‐life examples.","2024-04","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:56:05","465-477","","2","40","","Computer Assisted Learning","Artificial intelligence education for young children","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y54QH3VY","journalArticle","2022","Sanusi, Ismaila Temitayo; Olaleye, Sunday Adewale; Oyelere, Solomon Sunday; Dixon, Raymond A.","Investigating learners’ competencies for artificial intelligence education in an African K-12 setting","Computers and Education Open","","2666-5573","10.1016/j.caeo.2022.100083","https://www.sciencedirect.com/science/article/pii/S2666557322000118","This study aimed to provide insight into the competencies required for students to participate actively and thrive in artificial intelligence education in the K-12 context taking cognizance of ethical concerns. The problem is that AI education is new, and we have not understood the competencies required by students to understand AI effectively. Since research in this area is limited and lacking in African settings, this study focused on Nigerian K-12 students to understand the factors that support a proper grasp of AI content in the context. A quantitative methodology approach was utilized with a hardcopy survey administered to secondary school students, which yielded 605 responses. It was found that cognitive, human-tool collaboration, self-learning, skill competence, and ethics significantly influence the content of AI. It was further revealed that no moderating effect was shown while the mediating effect of ethics was significant between cognitive competence and content of AI. Surprisingly, all the propositions made show that only the relationship between teamwork competence and AI course content was not supported. This result suggests a clear need for activities that promotes collaboration in the AI curriculum. This study's findings contribute to the limited evidence on the significance of learners’ competence in understanding AI through the content provided. The identified competencies could guide the development of relevant content by teachers and other practitioners. Besides, the outcome of this study can empower students to develop the right competencies needed to navigate the world of AI.","2022-12-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:30","100083","","","3","","Computers and Education Open","","","","","","","","","","","","","ScienceDirect","","","","","","","Africa; Artificial Intelligence Education; Collaborative learning; Competence; K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMGRZNW8","journalArticle","2023","Checcucci, Enrico; Piana, Alberto; Volpi, Gabriele; Piazzolla, Pietro; Amparore, Daniele; De Cillis, Sabrina; Piramide, Federico; Gatti, Cecilia; Stura, Ilaria; Bollito, Enrico; Massa, Federica; Di Dio, Michele; Fiori, Cristian; Porpiglia, Francesco","Three-dimensional automatic artificial intelligence driven augmented-reality selective biopsy during nerve-sparing robot-assisted radical prostatectomy: A feasibility and accuracy study","Asian Journal of Urology","","2214-3882","10.1016/j.ajur.2023.08.001","https://www.sciencedirect.com/science/article/pii/S2214388223000772","Objective To evaluate the accuracy of our new three-dimensional (3D) automatic augmented reality (AAR) system guided by artificial intelligence in the identification of tumour's location at the level of the preserved neurovascular bundle (NVB) at the end of the extirpative phase of nerve-sparing robot-assisted radical prostatectomy. Methods In this prospective study, we enrolled patients with prostate cancer (clinical stages cT1c–3, cN0, and cM0) with a positive index lesion at target biopsy, suspicious for capsular contact or extracapsular extension at preoperative multiparametric magnetic resonance imaging. Patients underwent robot-assisted radical prostatectomy at San Luigi Gonzaga Hospital (Orbassano, Turin, Italy), from December 2020 to December 2021. At the end of extirpative phase, thanks to our new AAR artificial intelligence driven system, the virtual prostate 3D model allowed to identify the tumour's location at the level of the preserved NVB and to perform a selective excisional biopsy, sparing the remaining portion of the bundle. Perioperative and postoperative data were evaluated, especially focusing on the positive surgical margin (PSM) rates, potency, continence recovery, and biochemical recurrence. Results Thirty-four patients were enrolled. In 15 (44.1%) cases, the target lesion was in contact with the prostatic capsule at multiparametric magnetic resonance imaging (Wheeler grade L2) while in 19 (55.9%) cases extracapsular extension was detected (Wheeler grade L3). 3D AAR guided biopsies were negative in all pathological tumour stage 2 (pT2) patients while they revealed the presence of cancer in 14 cases in the pT3 cohort (14/16; 87.5%). PSM rates were 0% and 7.1% in the pathological stages pT2 and pT3 (<3 mm, Gleason score 3), respectively. Conclusion With the proposed 3D AAR system, it is possible to correctly identify the lesion's location on the NVB in 87.5% of pT3 patients and perform a 3D-guided tailored nerve-sparing even in locally advanced diseases, without compromising the oncological safety in terms of PSM rates.","2023-10-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:33","407-415","","4","10","","Asian Journal of Urology","Three-dimensional automatic artificial intelligence driven augmented-reality selective biopsy during nerve-sparing robot-assisted radical prostatectomy","Robotic surgery in urology: Recent advances","","","","","","","","","","","ScienceDirect","","","","","","","Artificial intelligence; Augmented reality; Prostate cancer; Radical prostatectomy; Robotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBAHAF62","journalArticle","2024","Lambert, Alexandre; Soni, Aakash; Soukane, Assia; Cherif, Amar Ramdane; Rabat, Arnaud","Artificial intelligence modelling human mental fatigue: A comprehensive survey","Neurocomputing","","0925-2312","10.1016/j.neucom.2023.126999","https://www.sciencedirect.com/science/article/pii/S0925231223011220","Mental fatigue refers to the decline in cognitive abilities that can occur as a result of prolonged mental exertion. Neuroscientists have been studying mental fatigue for a while. They clearly understand some underlying mechanisms of mental fatigue, such as brain chemistry and neural activity changes. However, defining mental fatigue is still an open research question. Despite this, neuroscience and cognitive psychology has made significant progress in understanding the causes and consequences of mental fatigue. In contrast, computer scientists presumably have a limited understanding of mental fatigue. This lack of understanding leads to inadequate models of mental fatigue in computer science. However, the ever evolving field of artificial intelligence (AI) shows a great potential to answer the open challenges in mental fatigue modelling. For instance, AI with fuzzy rules, machine learning or deep learning algorithms, as well as the methods of model explanation can be a valuable tool for creating accurate models of mental fatigue. Artificial intelligence models can learn from large amounts of data and accurately predict mental fatigue. However, modelling efforts are often more focused on acquiring parameters than studying and validating them within the model. Models developed in this way suffer problems with reliability making it challenging to understand the underlying causes of mental fatigue. Therefore, it is essential balance between these parameters’ correct acquisition, validation and interaction to create more accurate models of mental fatigue. In our survey, we have observed that an unspecified modelling impact the model at four scale : experimental design, data acquisition and processing, choice of indicators or parameters and reasoning. We provide some useful guidelines through criticisms for modelling, which would be closer to reality.","2024-01-28","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:40","126999","","","567","","Neurocomputing","Artificial intelligence modelling human mental fatigue","","","","","","","","","","","","ScienceDirect","","","","","","","Artificial intelligence; Computer vision; Mental fatigue detection; Mental fatigue modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA3NFH95","journalArticle","2024","Mirshahvalad, Seyed Ali; Eisazadeh, Roya; Shahbazi-Akbari, Malihe; Pirich, Christian; Beheshti, Mohsen","Application of Artificial Intelligence in Oncologic Molecular PET-Imaging: A Narrative Review on Beyond [18F]F-FDG Tracers - Part I. PSMA, Choline, and DOTA Radiotracers","Seminars in Nuclear Medicine","","0001-2998","10.1053/j.semnuclmed.2023.08.004","https://www.sciencedirect.com/science/article/pii/S0001299823000739","Artificial intelligence (AI) has evolved significantly in the past few decades. This thriving trend has also been seen in medicine in recent years, particularly in the field of imaging. Machine learning (ML), deep learning (DL), and their methods (eg, SVM, CNN), as well as radiomics, are the terminologies that have been introduced to this field and, to some extent, become familiar to the expert clinicians. PET is one of the modalities that has been enhanced via these state-of-the-art algorithms. This robust imaging technique further merged with anatomical modalities, such as computed tomography (CT) and magnetic resonance imaging (MRI), to provide reliable hybrid modalities, PET/CT and PET/MRI. Applying AI-based algorithms on the different components (PET, CT, and MRI) has resulted in promising results, maximizing the value of PET imaging. However, [18F]F-FDG, the most commonly utilized tracer in molecular imaging, has been mainly in the spotlight. Thus, we aimed to look into the less discussed tracers in this review, moving beyond [18F]F-FDG. The novel non-[18F]F-FDG agents also showed to be valuable in various clinical tasks, including lesion detection and tumor characterization, accurate delineation, and prognostic impact. Regarding prostate patients, PSMA-based models were highly accurate in determining tumoral lesions’ location and delineating them, particularly within the prostate gland. However, they also could assess whole-body images to detect extra-prostatic lesions in a patient automatically. Considering the prognostic value of prostate-specific membrane antigen (PSMA) PET using AI, it could predict response to treatment and patient survival, which are crucial in patient management. Choline imaging, another non-[18F]F-FDG tracer, similarly showed acceptable results that may be of benefit in the clinic, though the current evidence is significantly more limited than PSMA. Lastly, different subtypes of DOTA ligands were found to be valuable. They could diagnose tumoral lesions in challenging sites and even predict histopathology grade, being a highly advantageous noninvasive tool. In conclusion, the current limited investigations have shown promising results, leading us to a bright future for AI in molecular imaging beyond [18F]F-FDG.","2024-01-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:42","171-180","","1","54","","Seminars in Nuclear Medicine","Application of Artificial Intelligence in Oncologic Molecular PET-Imaging","Prostate cancer","","","","","","","","","","","ScienceDirect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBR5FB4S","journalArticle","2024","Lind, Allison; Mason, Susan M.; Brady, Sonya S.","Investing in family-centered early childhood education: A conceptual model for preventing firearm homicide among Black male youth in the United States","Preventive Medicine","","0091-7435","10.1016/j.ypmed.2024.107917","https://www.sciencedirect.com/science/article/pii/S0091743524000720","Introduction Firearms are now the number one killer of children and adolescents in the United States. Firearm homicides among Black male youth are the driver of this increase. Prevention requires a multi-faceted life course approach. Academic achievement has been identified as a protective factor. Early childhood education, which is linked to later achievement, is thus an intervention area of interest. Conceptualizing the potential links between early childhood education and reduced risk for youth firearm homicide is important for guiding policy advocacy and informing future research. Methods This paper presents a conceptual model linking early childhood education to reduced risk for firearm homicide. Each link in the model is discussed, and a corresponding review of the literature is presented. The need for anti-racist policies to strengthen the impact of early childhood education is highlighted. Results Early education and firearm homicide research are each well-established but largely disconnected. There are clear immediate benefits of early childhood education; however, these effects wane with time, particularly for youth of color. At the same time, juvenile delinquency—a major risk factor for firearm homicide—is influenced by educational inequities. Conclusions Effective interventions to reduce firearm homicides among Black male youth in the United States are needed. Early childhood education shows promise as an intervention. However, to have an impact, this education needs to be accessible and affordable for all, particularly families of color and low income. Societal structures and policies must also better support the positive gains seen through early childhood education to avoid dissipation.","2024-04-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:45","107917","","","181","","Preventive Medicine","Investing in family-centered early childhood education","","","","","","","","","","","","ScienceDirect","","","","","","","Anti-racist policy; Early childhood education; Family supportive policies; Firearm deaths; Homicide; Systemic racism; Youth mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7U6BZMJ","journalArticle","2024","Ramkumar Prabhu, M.; Sivaraman, R.; Nagabhooshanam, N.; Sampath Kumar, R.; Salunkhe, Satish S.","Empowering artificial intelligence-based multi-biometric image sensor for human identification","Measurement: Sensors","","2665-9174","10.1016/j.measen.2024.101082","https://www.sciencedirect.com/science/article/pii/S2665917424000588","Artificial intelligence (AI) and sensor technology developments have sparked revolutionary shifts in a number of fields, including biometric Identification. In order to improve human identification processes, this research offers a novel method that integrates AI and many biometric image sensors. The accuracy, robustness, and susceptibility to spoofing assaults of conventional single-modal biometric systems are among their many drawbacks. To overcome these challenges, we introduce a secure multi-biometric system that relies on feature-level fusion to identify users. In the preprocessing step, fingerprint images undergo Min-Max normalization to mitigate variations in image quality. In order to extract high-level features from both raw Electrocardiogram (ECG) signals and Min-Max normalized fingerprint images, ResNet50, a deep convolutional neural network, is used. These extracted feature vectors are able to distinguish between the two modalities. We proposed boosted Xgboost as a classifier for authentication in the identification steps to improve performance. The proposed approach is simulated using Python. A comparison study for improved Xgboost is presented using measures for accuracy, precision-recall, and F1-Score. Across all comparative metrics, the technique achieves much better performance. According to experimental findings, the suggested multi-biometric systems are more effective, dependable, and robust than the existing multi-biometric authentication systems.","2024-06-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:47","101082","","","33","","Measurement: Sensors","","","","","","","","","","","","","ScienceDirect","","","","","","","Boosted Xgboost, Artificial intelligence (AI); Human Identification; Multi-biometric Image sensor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNVIX8NY","journalArticle","2022","Passas, Virgilios; Makris, Nikos; Wang, Yue; Apostolaras, Apostolos; Mpatziakas, Asterios; Drosou, Anastasios; Korakis, Thanasis; Tzovaras, Dimitrios","Artificial Intelligence for network function autoscaling in a cloud-native 5G network","Computers and Electrical Engineering","","0045-7906","10.1016/j.compeleceng.2022.108327","https://www.sciencedirect.com/science/article/pii/S0045790622005481","5G Core Network (CN) has been designed for operating in a cloud-native manner, dynamically managed and micro-services oriented. This has been widely accepted in industry as the essential solution for realizing 5G networks, due to its potential to deliver scalability and dynamic configurability. In the case of 5G networks, orchestrators need to handle Virtual Network Functions which have different requirements when compared to cloud-based services and need to dynamically adapt/reconfigure based on the demand. In this work, we detail the potential challenges when deploying a cloud-native 5G CN, and develop schemes for dynamic scaling of network functions using Artificial Intelligence (AI). The need for a customized orchestrator deployment is demonstrated in a real test-bed setup, with the case of the Access and Mobility Function. Moreover, a Deep Learning AI approach is applied for proactively scaling network functions, providing two major benefits: A significantly higher number of users can be admitted to the 5G Network and traffic is balanced evenly among the different AMF replicas.","2022-10-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:52","108327","","","103","","Computers and Electrical Engineering","","","","","","","","","","","","","ScienceDirect","","","","","","","5G; AI; Artificial Intelligence; Autoscaling; Beyond5G; Cloud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YI6PD2HL","journalArticle","2021","Zhang, Zixuan; Shi, Qiongfeng; He, Tianyiyi; Guo, Xinge; Dong, Bowei; Lee, Jason; Lee, Chengkuo","Artificial intelligence of toilet (AI-Toilet) for an integrated health monitoring system (IHMS) using smart triboelectric pressure sensors and image sensor","Nano Energy","","2211-2855","10.1016/j.nanoen.2021.106517","https://www.sciencedirect.com/science/article/pii/S2211285521007709","Smart toilet provides a feasible platform for the long-term analysis of person’s health. Common solutions for identification are based on camera or radio-frequency identification (RFID) technologies, but it is doubted for privacy issues. Here, we demonstrate an artificial intelligence of toilet (AI-toilet) based on a triboelectric pressure sensor array offering a more private approach with low cost and easily deployable software. The pressure sensor array attached on the toilet seat is composed of 10 textile-based triboelectric sensors, which can leverage the different pressure distribution of individual users' seating manner to get the biometric information. 6 users can be correctly identified with more than 90% accuracy using deep learning. The signals from pressure sensors also can be used for recording the seating time on the toilet. The system integrates a camera sensor to analyze the simulated urine by comparing with urine chart and classify the types and quantities of objects using deep learning. All information including two-factor user identification and entire seating time using pressure sensor array, and data from the urinalysis and stool analysis were automatically transferred to a cloud system and were further shown in user's mobile devices for better tracking their health status.","2021-12-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:11:59","106517","","","90","","Nano Energy","","","","","","","","","","","","","ScienceDirect","","","","","","","AI-toilet; Deep learning; Pressure sensor; Smart toilet; Triboelectric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL29TQJS","journalArticle","2024","Carroll, Alexander J.; Borycz, Joshua","Integrating large language models and generative artificial intelligence tools into information literacy instruction","The Journal of Academic Librarianship","","0099-1333","10.1016/j.acalib.2024.102899","https://www.sciencedirect.com/science/article/pii/S0099133324000600","Generative artificial intelligence (AI) and large language models (LLMs) have induced a mixture of excitement and panic among educators. However, there is a lack of consensus over how much experience science and engineering students have with using these tools for research-related tasks. Likewise, it is not yet known how educators and information professionals can leverage these tools to teach students strategies for information retrieval and knowledge synthesis. This study assesses the extent of students' use of AI tools in research-related tasks and if information literacy instruction could impact their perception of these tools. Responses to Likert-scale questions indicate that many students did not have extensive experience using LLMs for research-related purposes prior to the information literacy sessions. However, after participating in a didactic lecture and discussion with an engineering librarian that explored how to use these tools effectively and responsibly, many students reported viewing these tools as potentially useful for future assignments. Student responses to open-response questions suggest that librarian-led information literacy training can assist students in developing more sophisticated understandings of the limitations and use cases for artificial intelligence in inquiry-based coursework.","2024-07-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:01","102899","","4","50","","The Journal of Academic Librarianship","","","","","","","","","","","","","ScienceDirect","","","","","","","Critical thinking; Generative artificial intelligence; Information literacy; Information retrieval; Large language models; STEM education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3ZE2427","journalArticle","2024","Boussen, Salah; Benard-Tertrais, Manuela; Ogéa, Mathilde; Malet, Arthur; Simeone, Pierre; Antonini, François; Bruder, Nicolas; Velly, Lionel","Heart rate complexity helps mortality prediction in the intensive care unit: A pilot study using artificial intelligence","Computers in Biology and Medicine","","0010-4825","10.1016/j.compbiomed.2024.107934","https://www.sciencedirect.com/science/article/pii/S0010482524000180","Background In intensive care units (ICUs), accurate mortality prediction is crucial for effective patient management and resource allocation. The Simplified Acute Physiology Score II (SAPS-2), though commonly used, relies heavily on comprehensive clinical data and blood samples. This study sought to develop an artificial intelligence (AI) model utilizing key hemodynamic parameters to predict ICU mortality within the first 24 h and assess its performance relative to SAPS-2. Methods We conducted an analysis of select hemodynamic parameters and the structure of heart rate curves to identify potential predictors of ICU mortality. A machine-learning model was subsequently trained and validated on distinct patient cohorts. The AI algorithm’s performance was then compared to the SAPS-2, focusing on classification accuracy, calibration, and generalizability. Measurements and main results The study included 1298 ICU admissions from March 27th, 2015, to March 27th, 2017. An additional cohort from 2022 to 2023 comprised 590 patients, resulting in a total dataset of 1888 patients. The observed mortality rate stood at 24.0%. Key determinants of mortality were the Glasgow Coma Scale score, heart rate complexity, patient age, duration of diastolic blood pressure below 50 mmHg, heart rate variability, and specific mean and systolic blood pressure thresholds. The AI model, informed by these determinants, exhibited a performance profile in predicting mortality that was comparable, if not superior, to the SAPS-2. Conclusions The AI model, which integrates heart rate and blood pressure curve analyses with basic clinical parameters, provides a methodological approach to predict in-hospital mortality in ICU patients. This model offers an alternative to existing tools that depend on extensive clinical data and laboratory inputs. Its potential integration into ICU monitoring systems may facilitate more streamlined mortality prediction processes.","2024-02-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:04","107934","","","169","","Computers in Biology and Medicine","Heart rate complexity helps mortality prediction in the intensive care unit","","","","","","","","","","","","ScienceDirect","","","","","","","Artificial intelligence; Blood pressure; Complexity; Diastolic blood pressure; Hemodynamic parameters; ICU; Machine learning; Mortality prediction; SAPS-2; Variability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YMY68UN","journalArticle","2024","Ekşi̇, Murat Şakir; Berikol, Gürkan; Özcan-Ekşi̇, Emel Ece","Mo-fi-disc scoring system: Towards understanding the radiological tools to better delineate the disease process and enhancing our solutions for low back pain in artificial intelligence era","Journal of Orthopaedic Science","","0949-2658","10.1016/j.jos.2024.03.012","https://www.sciencedirect.com/science/article/pii/S0949265824000575","Background ‘Mo-fi-disc’ is a new scoring system that quantifies degeneration of the lumbar spine and predicts the intensity of low back pain (LBP). However, its association with LBP-related disability is unknown. In the present study, we aimed to analyze whether ‘Mo-fi-disc’ scoring system could predict LBP-related disability and distinguish patients with LBP from asymptomatic subjects, while the spine medicine marching towards the era of artificial intelligence (AI). Methods This is a cross-sectional analysis of a prospectively collected database. We included age-, gender-, and BMI-matched 132 subjects (patients: 66, asymptomatic subjects: 66). Modic changes (Mo), fatty infiltration in the paraspinal muscles (fi), and intervertebral disc degeneration (disc) were evaluated using ‘Mo-fi-disc’ scoring system on lumbar spine magnetic resonance imaging. Pain and disability were evaluated with visual analogue scale (VAS) and Oswestry disability index (ODI), respectively. Results A Mo-fi-disc score of 5.5 was the most appropriate cut-off value. Mo-fi-disc scoring system had an OR of 1.79 in distinguishing patients with LBP from asymptomatic subjects. One point increment in VAS and ODI had ORs of 1.82 and 1.13 for predicting higher Mo-fi-disc scores. Conclusion ‘Mo-fi-disc’ scoring system is a useful tool depicting intensity of LBP and LBP-related disability. The cut off value of Mo-fi-disc score is 5.5 to distinguish patients with LBP from asymptomatic subjects. This scoring system, with progressive improvement of its faults, could help clinicians to select appropriate patients for conservative and surgical management in the very near future, in AI-based spine medicine. IRB approval no ATADEK 2019-12/4.","2024-04-03","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:08","","","","","","Journal of Orthopaedic Science","Mo-fi-disc scoring system","","","","","","","","","","","","ScienceDirect","","","","","","","Disability; Disc degeneration; Fatty infiltration; Low back pain; Modic change; Paraspinal muscle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2BFGQJZ","journalArticle","2022","Su, Jiahong; Zhong, Yuchun","Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions","Computers and Education: Artificial Intelligence","","2666-920X","10.1016/j.caeai.2022.100072","https://www.sciencedirect.com/science/article/pii/S2666920X22000273","With the rapid technological development of society brought on by Artificial Intelligence (AI), the demand for AI-literate workers will increase in the future. It is critical to develop the next generation's AI competencies and educate them about how to work with and use AI. Previous studies on AI were predominantly focused on secondary and university education; however, research on the Artificial Intelligence curriculum in early childhood education is scarce. Due to the lack of conformity on the standardisation of AI curriculum for early childhood education, this study examines the AI curriculum for kindergarten children using the framework which consists of four key components, including (1) aims, goals, objectives, or declarations of outcome, (2) subject matter, domains, or content, (3) methods or procedure, (4) evaluation and assessment. We recommend that AI literacy be achieved by three competencies: AI Knowledge, AI Skill, and AI Attitude. The employment of a social robot as a learning companion and programmable artifact was proven to be helpful in assisting young children in grasping AI principles. We also discovered which teaching methods had the most greatest influence on students' learning. We recommend problem-based learning for future AI education based on the findings.","2022-01-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:11","100072","","","3","","Computers and Education: Artificial Intelligence","Artificial Intelligence (AI) in early childhood education","","","","","","","","","","","","ScienceDirect","","","","","","","AI curriculum; AI literacy; Artificial intelligence (AI); Early childhood education; Kindergarten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPSR2LU2","journalArticle","2024","Aslan, Sinem; Durham, Lenitra M.; Alyuz, Nese; Okur, Eda; Sharma, Sangita; Savur, Celal; Nachman, Lama","Immersive multi-modal pedagogical conversational artificial intelligence for early childhood education: An exploratory case study in the wild","Computers and Education: Artificial Intelligence","","2666-920X","10.1016/j.caeai.2024.100220","https://www.sciencedirect.com/science/article/pii/S2666920X24000213","Educational technology research has found that parents of young children widely share concerns about extended screen time, lack of physical activity, and lack of social interaction. Kid Space was developed to address these concerns by enabling multi-modal and immersive collaborative play-based learning. Kid Space utilizes multiple sensing technologies with an immersive physical space through a human-scale wall projection and incorporates a conversational AI agent to interact with children, understand individual progress, and personalize learning experiences in a blended physical and digital environment. To evaluate Kid Space in the wild, we conducted a multi-method user study involving a quasi-experimental design and exploratory case study with 14 students and three educators in an elementary school. Mixed methods for data collection and analysis were used to understand the students' and educators' perceptions of Kid Space and its impact on the students’ educational outcomes (learning engagement, experience, and performance). The findings showed (1) positive perceptions toward Kid Space, (2) high levels of engagement - with decreased screen time (41% of the time), increased physical activity (99.3% of the time), and increased social interactions with conversational AI agent and the other collaborating student (52% of the time), and (3) significant learning gains after experiencing Kid Space (24% gain, paired t-test: p < 0.01). These positive results are accompanied by critical user insights for improving future iterations of Kid Space to validate long-term educational outcomes.","2024-06-01","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:13","100220","","","6","","Computers and Education: Artificial Intelligence","Immersive multi-modal pedagogical conversational artificial intelligence for early childhood education","","","","","","","","","","","","ScienceDirect","","","","","","","Game-based learning; Human-AI collaboration; Intelligent tutoring systems; Multi-modal conversational artificial intelligence; Online learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4VYENRU","journalArticle","2024","Lohakan, Meechai; Seetao, Choochat","Large-scale experiment in STEM education for high school students using artificial intelligence kit based on computer vision and Python","Heliyon","","2405-8440","10.1016/j.heliyon.2024.e31366","https://www.sciencedirect.com/science/article/pii/S2405844024073973","This study proposes an artificial intelligence (AI) kit for high school students in science, technology, engineering, and mathematics (STEM). The AI kit includes an edge AI machine and electronic components. A compact, purpose-built kit resembling a laptop was designed for ease of replication and portability. Utilizing pre-trained convolutional neural network models and computer vision algorithms, five Thai schools participated in on-site instructions. A quasi-experimental study assessed the students' learning outcomes using a paired sample t-test. Results revealed improved knowledge and reduced score variation. Additionally, gender analysis confirmed that both male and female students met the learning criteria. The students expressed satisfaction with the distinctive hardware and learning method employed during the class activities. Notably, the test results demonstrated that the AI kit enhanced students’ enthusiasm and facilitated comprehension.","2024-05-30","2024-06-07 06:13:03","2024-06-07 06:13:03","2024-06-07 06:12:16","e31366","","10","10","","Heliyon","","","","","","","","","","","","","ScienceDirect","","","","","","","Artificial intelligence; Computer vision; Electrical engineering education; Interdisciplinary; STEM education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
