"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PMBXUWF5","journalArticle","2024","Das, Sushanta Kumar; Dasgupta, Ramesh Kumari; Roy, Saumendu Deb; Shil, Dibyendu","AI in Indian healthcare: From roadmap to reality.","Intelligent Pharmacy","","2949-866X","10.1016/j.ipha.2024.02.005","","India's vast and diverse population strains its healthcare system. Amidst these complexities, Artificial Intelligence (AI) emerges as a beacon of hope. This transformative technology promises to revolutionize healthcare, starting with early disease detection and accurate diagnoses. AI, driven by vast medical data, paints a deeper picture of individual health. By analyzing health patterns, it can detect hidden cancers and tuberculosis early, saving lives through proactive treatment. AI's power extends beyond individual diagnoses. It can scan populations, identifying risk factors and predicting outbreaks before they erupt. This foresight allows for targeted resource allocation and preventive measures, mitigating outbreak impact. AI can even personalize healthcare, shaping treatment plans based on a patient's unique lifestyle and medical history. This maximizes treatment efficacy, minimizes adverse reactions, and improves patient's well-being. Imagine AI as a trusted medical advisor, suggesting the most effective treatment options for each individual. However, AI's promise comes with challenges. Data privacy, reliable infrastructure, and biased algorithms need effective solutions. India, with its strong tech ecosystem and commitment to innovation, is well-positioned to tackle these challenges. By investing in AI research, strengthening data infrastructure, and establishing ethical frameworks, India can unlock AI's immense potential to revolutionize its healthcare landscape. This will be a dividend for millions, ensuring India's healthcare system transforms with the brushstrokes of AI, leading to a healthier and more affordable future for all.","2024-06-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","329-334","","3","2","","Intelligent Pharmacy","AI in Indian healthcare","","","","","","","eng","","","","","EBSCOhost","","Publisher: KeAi Communications Co.","","","","","ARTIFICIAL intelligence; INDIA; MEDICAL care; MEDICAL databases; RESOURCE allocation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSFGPWLI","journalArticle","2023","Honghu, Yi; Ting, Liu; Gongjin, Lan","The Key Artificial Intelligence Technologies in Early Childhood Education: A Review","","","","","","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discusses the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.","2023-12-20","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","","","","","The Key Artificial Intelligence Technologies in Early Childhood Education","","","","","","","","","","","","EBSCOhost","","","","","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N66DPEBF","journalArticle","2024","Wei, Haoran; Tao, Fei; Huang, Zhenghua; Long, Yanhua","Bioinspired Artificial Intelligence Applications 2023.","Biomimetics (2313-7673)","","2313-7673","10.3390/biomimetics9020080","","This document discusses the rapid development of Artificial Intelligence (AI) and its bioinspired applications. It highlights the benefits of bioinspired AI, such as increased accuracy in image and speech processing, reduced cost and energy usage through edge devices, and enhanced bio-signal quality. However, it also acknowledges the challenges posed by improper AI utilization, such as the generation of fake news and security issues. The document calls for research papers on bioinspired AI applications to explore its potential and address these challenges. It includes examples of research papers that utilize deep reinforcement learning for robot task sequencing, propose a real-time multi-surveillance pedestrian target detection model, develop an intelligent breast mass classification approach, and introduce a bio-inspired object detection algorithm for remote sensing images. The document concludes by emphasizing the importance of biomimetic artificial intelligence in various fields and promoting further research in this area.","2024-02-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","80","","2","9","","Biomimetics (2313-7673)","","","","","","","","eng","","","","","EBSCOhost","","Publisher: MDPI","","/Users/ayaan/Zotero/storage/LPVNHWWA/Wei et al. - 2024 - Bioinspired Artificial Intelligence Applications 2.pdf","","","ARTIFICIAL intelligence; DEEP learning; DEEP reinforcement learning; MACHINE learning; NATURAL language processing; REINFORCEMENT learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6N97PJ57","journalArticle","2024","Su, Jiahong","Development and validation of an artificial intelligence literacy assessment for kindergarten children","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-024-12611-4","","With Artificial intelligence (AI) literacy gaining more and more attention at the kindergarten level, it is becoming critical to assess the AI literacy levels of kindergarten children and develop appropriate courses to enhance their foundational AI knowledge and skills. This study proposes and validates a comprehensive AI literacy assessment tool (AI4KGA) for kindergarten children. The research involved 215 children and 19 experts. The validity and reliability of the AI4KG assessment were evaluated by experts, with Cronbach’s <i>α</i> and Item Response Theory approach. The results demonstrated that the AI literacy assessment (AI4KGA) was valid and reliable. We also found that younger children scored lower on the AI literacy assessment than older children and girls demonstrated a slightly higher AI literacy score than boys after they completed the AI4KG curriculum. The AI4KGA has potential applications for various stakeholders, such as policymakers, educators, instructional designers, researchers, and educational institutions. The findings suggest that the AI4KGA can evaluate children’s learning outcomes in terms of AI literacy. Overall, this research contributes to developing AI literacy assessment in kindergarten children and advancing AI literacy education.<br />","2024-05-04","2024-06-10 06:50:48","2024-06-10 06:50:48","","1-21","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","","","","AI literacy; AI literacy assessment; AI literacy education; AI4KGA; Early childhood education; Kindergarten children; Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELFCDWLI","journalArticle","2024","KÜÇÜKKARA, Muhammed Fatih; ÜNAL, Muhammed; SEZER, Türker","Okul Öncesi Eğitimi Öğretmenlerinin Yapay Zekâya İlişkin Görüşleri.","Journal of Research in Elementary Education / Temel Eğitim Araştırmaları Dergisi (TEAD)","","2791-6391","10.55008/te-ad.1431142","","Purpose: This study makes an important contribution in order to analyze in detail preschool teachers’ comprehensive views on artificial intelligence technologies and their attitudes towards the integration of such innovative technological tools into educational practices. Method and Materials: In this study, by adopting the case study method, preschool teachers’ views on artificial intelligence were collected through focus group interviews and evaluated by content analysis. Six teachers were included in the study using a convenience sampling method. Results: This study reveals that although teachers show interest in artificial intelligence (AI), they do not have sufficient knowledge and awareness in this field and this situation triggers concerns about AI. While teachers’ attitudes towards AI were shaped negatively due to the potential for misuse, lack of knowledge and reliability concerns, positive aspects such as time saving, personal development and individualized education plans were also evident. However, it was observed that teachers do not use AI applications effectively in their daily practice.","2024-05-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","17-28","","1","4","","Journal of Research in Elementary Education / Temel Eğitim Araştırmaları Dergisi (TEAD)","","","","","","","","tur","","","","","EBSCOhost","","Publisher: Marmara University","","/Users/ayaan/Zotero/storage/A5EFG2XK/KÜÇÜKKARA et al. - 2024 - Okul Öncesi Eğitimi Öğretmenlerinin Yapay Zekâya İ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HVD7MBI","journalArticle","2024","Yadav, Seema; Singh, Abhishek; Singhal, Rishika; Yadav, Jagat Pal","Revolutionizing drug discovery: The impact of artificial intelligence on advancements in pharmacology and the pharmaceutical industry.","Intelligent Pharmacy","","2949-866X","10.1016/j.ipha.2024.02.009","","To create novel treatments and treat complex diseases, the pharmaceutical sector is essential. Drug discovery, however, is a time-consuming, pricey, and dangerous endeavor. Artificial intelligence (AI) has become a potent instrument that has transformed several industries, including healthcare, in recent years. This summary gives a general overview of how AI is expediting the creation of novel medicines, revolutionizing the pharmaceutical sector, and enabling drug discovery. The pharmaceutical sector is experiencing a drug discovery revolution because of AI. The drug discovery process is changing at different phases because of AI approaches like machine learning and deep learning. This abstract demonstrates how AI facilitates drug development through target identification, lead compound optimization, drug design, drug repurposing, and clinical trial enhancement. AI integration has the potential to hasten the creation of novel treatments, save costs, and improve patient outcomes. To fully realize the potential of AI in pharmaceutical research and development, issues relating to data accessibility, algorithm interpretability, and laws must be resolved.","2024-06-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","367-380","","3","2","","Intelligent Pharmacy","Revolutionizing drug discovery","","","","","","","eng","","","","","EBSCOhost","","Publisher: KeAi Communications Co.","","","","","ARTIFICIAL intelligence; CLINICAL trials; DIAGNOSIS; DRUG discovery; Drugs and Druggists' Sundries Merchant Wholesalers; Pharmaceutical and medicine manufacturing; PHARMACEUTICAL industry; Pharmaceutical Preparation Manufacturing; Pharmaceuticals and pharmacy supplies merchant wholesalers; PHARMACOLOGY; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BNFZQCT","book","2024","Scribano, Adrian; Korstanje, Maximiliano E.","AI and Emotions in Digital Society","","9798369308028","","","","The implementation of artificial intelligence (AI) and digital technologies have become pervasive in most societies, and a new concern challenges academic scholars and social scientists; what are the conceivable, profound consequences of AI adoption within the intricate structures of society? Despite its widespread influence, this critical topic remains largely unexplored in academic circles, leaving a significant knowledge gap regarding how AI reshapes human interactions, institutions, and the fabric of a digital society. AI and Emotions in Digital Society, edited by Adrian Scribano and Maximiliano E Korstanje, emerges to address this concern. In this transformative book, readers embark on an intellectual journey exploring the intricate interplay between society, technology, and emotions. Drawing together the works of researchers in diverse disciplines and cultural backgrounds, the book fosters critical discussions that delve into the philosophical quandaries underpinning AI's influence. By adopting a balanced perspective that acknowledges both risks and opportunities, the book equips postgraduate students, professionals, policymakers, AI analysts, and social scientists with the tools to comprehend the far-reaching effects of AI on human behavior, institutions, and even democratic processes. As readers engage with this thought-provoking content, they gain understanding of how AI impacts various sectors, including education, travel, literature, politics, and cyber-security. AI and Emotions in Digital Society serves as an indispensable resource for navigating the ongoing AI revolution, inspiring informed decision-making, and fostering critical dialogue. By empowering readers to grasp the complexities of AI's role, the book opens possibilities for a future where humanity and technology harmoniously coexist, shaping the course of our digitally interconnected society.","2024-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","","","","","","Advances in Human and Social Aspects of Technology (AHSAT) Book Series","","","","Information Science Reference","Hershey, PA","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Social aspects; COMPUTERS / Human-Computer Interaction (HCI); Computers and civilization; Human-computer interaction; PSYCHOLOGY / Emotions; SOCIAL SCIENCE / Technology Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38FA93DC","journalArticle","2024","Sanusi, Ismaila Temitayo; Ayanwale, Musa Adekunle; Chiu, Thomas K. F.","Investigating the moderating effects of social good and confidence on teachers' intention to prepare school students for artificial intelligence education","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-023-12250-1","","Artificial Intelligence (AI) has triggered profound reforms across industries, including education. These developments necessitate the inclusion of AI as a subject in K-12 classrooms. However, the need for students to learn AI demands that educators pay increasing attention, believe in its relevance and intend to promote it among their students and colleagues. This paper aimed to explore teachers' perceptions of and behavioral intention to teach AI. We specifically considered the association of AI anxiety, perceived usefulness, attitude towards AI, AI relevance, AI readiness, and behavioral intention factors. This research further aims to examine the moderator effect of AI for social good and confidence on the relationship in our hypothesized research model. To address this purpose, a quantitative methodology with the use of structural equation modeling was utilized. Data were retrieved through an online questionnaire from 320 lower and upper secondary school in-service teachers, mostly in STEM-related fields. Our findings reveal that teacher perceptions of AI for social good and confidence will affect most relationships in the model. Teacher professional programs should include the benefits and risks of AI and good practice sharing.<br />","2024-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","273-295","","1","29","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","/Users/ayaan/Zotero/storage/Z5DWDEKW/Sanusi et al. - 2024 - Investigating the moderating effects of social goo.pdf","","","Artificial intelligence education; Behavioral intention; Nigeria; Secondary school; Teachers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHSDF3Z7","journalArticle","2024","Li, Guang; Zarei, Mohammad Amin; Alibakhshi, Goudarz; Labbafi, Akram","Teachers and educators' experiences and perceptions of artificial-powered interventions for autism groups.","BMC Psychology","","2050-7283","10.1186/s40359-024-01664-2","","Background: Artificial intelligence-powered interventions have emerged as promising tools to support autistic individuals. However, more research must examine how teachers and educators perceive and experience these AI systems when implemented. Objectives: The first objective was to investigate informants' perceptions and experiences of AI-empowered interventions for children with autism. Mainly, it explores the informants' perceived benefits and challenges of using AI-empowered interventions and their recommendations for avoiding the perceived challenges. Methodology: A qualitative phenomenological approach was used. Twenty educators and parents with experience implementing AI interventions for autism were recruited through purposive sampling. Semi-structured and focus group interviews conducted, transcribed verbatim, and analyzed using thematic analysis. Findings: The analysis identified four major themes: perceived benefits of AI interventions, implementation challenges, needed support, and recommendations for improvement. Benefits included increased engagement and personalized learning. Challenges included technology issues, training needs, and data privacy concerns. Conclusions: AI-powered interventions show potential to improve autism support, but significant challenges must be addressed to ensure effective implementation from an educator's perspective. The benefits of personalized learning and student engagement demonstrate the potential value of these technologies. However, with adequate training, technical support, and measures to ensure data privacy, many educators will likely find integrating AI systems into their daily practices easier. Implications: To realize the full benefits of AI for autism, developers must work closely with educators to understand their needs, optimize implementation, and build trust through transparent privacy policies and procedures. With proper support, AI interventions can transform how autistic individuals are educated by tailoring instruction to each student's unique profile and needs.","2024-04-11","2024-06-10 06:50:48","2024-06-10 06:50:48","","1-12","","1","12","","BMC Psychology","","","","","","","","eng","","","","","EBSCOhost","","Publisher: BioMed Central","","/Users/ayaan/Zotero/storage/NBHQX9Q7/Li et al. - 2024 - Teachers and educators' experiences and perception.pdf","","","AUTISM; AUTISM in children; AUTISTIC children; DATA privacy; INDIVIDUALIZED instruction; INTERNET privacy; TEACHER educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75APLNLG","book","2023","Chinen, Mark","The International Governance of Artificial Intelligence","","978-1-80037-921-3","","","","This timely book investigates emerging efforts to govern artificial intelligence (AI) at an international level. It emphasizes the complex interactions involved when creating international norms related to potential and current developments in AI regulation.Organized into four parts, The International Governance of Artificial Intelligence demonstrates how formal and informal standards for AI are emerging from stakeholder interactions. With the objective of describing a nascent transnational law on AI use, chapters survey the various global realities that affect AI governance, concluding that AI law should ultimately be evaluated against the measure of international human rights.Students of law and governance will benefit from this book, particularly when studying emerging technologies, international economic law and general international law. Those researching policy creation and regulation will additionally find it to be an enlightening read.","2023-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","","","","","","","","","","Edward Elgar Publishing","Cheltenham, UK","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Law and legislation; COMPUTERS / Artificial Intelligence / General; LAW / International; LAW / Privacy; LAW / Science & Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFTWXBG7","book","2023","Keengwe, Jared","Creative AI Tools and Ethical Implications in Teaching and Learning","","9798369302057","","","","As generative Artificial Intelligence (AI) tools become increasingly prevalent, it is crucial for educators to develop a nuanced understanding of the ethical implications associated with their use. Educators today face the critical task of navigating the pedagogical applications of AI and maximizing its potential to foster student learning. Creative AI Tools and Ethical Implications in Teaching and Learning is an insightful exploration of the ethical considerations surrounding the integration of AI in education. Educators may fear how it will rapidly transforming the educational landscape, but this book serves to support them and delves into the opportunities and challenges that arise when leveraging AI to enhance teaching and learning experiences. This book sheds light on the various dimensions of AI in education, including face-to-face, blended, and online learning environments. It also offers practical guidance on designing AI-based classroom activities and harnessing open AI technologies to create engaging learning experiences. This book also delves into the pressing issues of bias, misinformation, and access, urging educators to critically evaluate and address these concerns. It also provides ethical guidelines for the responsible integration of AI in education, ensuring that students'rights and well-being are safeguarded. Creative AI Tools and Ethical Implications in Teaching and Learning goes beyond theory to offer practical strategies for integrating AI creatively into the classroom. From learning analytics and educational data mining to AI game activities and generative AI tools like ChatGPT, this book equips educators with the knowledge and resources to adapt AI technologies to support teaching and learning effectively. Moreover, the book explores the vital connection between AI and student assessment, highlighting how AI can enhance the evaluation process while maintaining fairness and objectivity. It concludes with an insightful glimpse into the future of AI in education, envisioning the transformative possibilities that lie ahead. This comprehensive guide provides educators, researchers, and policymakers with the tools they need to navigate the complexities of AI in education.","2023-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","","","","","","Advances in Educational Technologies and Instructional Design (AETID) Book Series","","","","Information Science Reference","Hershey, PA","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Educational applications; Artificial intelligence--Moral and ethical aspects; Blended learning; COMPUTERS / Artificial Intelligence / General; Critical pedagogy; EDUCATION / Computers & Technology; EDUCATION / Teaching / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JPPRT6U","journalArticle","2024","Černý, Michal","University Students' Conceptualisation of AI Literacy: Theory and Empirical Evidence.","Social Sciences (2076-0760)","","2076-0760","10.3390/socsci13030129","","This research endeavours to systematically investigate the multifaceted domain of AI literacy, given the pervasive impact of artificial intelligence on diverse facets of contemporary human existence. The inquiry is motivated by a fundamental question posed to educators: how best to cultivate AI literacies and competencies and how these proficiencies are structured and influenced. Employing a rigorous two-part methodology, the initial phase scrutinises 28 studies from the SCOPUS database, unveiling five distinct discourses germane to AI literacy. Subsequently, the second phase involves the administration of questionnaires to 73 students, whose responses undergo thematic analysis to discern patterns within the four domains delineated by Ng et al. The ensuing discourse underscores a pivotal revelation: despite formal adherence to established discourses, the conceptualisation of AI literacy necessitates a departure from conventional perspectives. Ethical principles, elucidated by students, emerge not merely as individual components but as integral facets of a broader societal literacy profile, thereby advocating a paradigm shift towards social reflection. This novel insight prompts a critical re-evaluation of AI literacy's prevailing assumptions and conceptual frameworks, urging a transition towards models grounded in ecological or network dynamic interactionist principles.","2024-03-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","129","","3","13","","Social Sciences (2076-0760)","University Students' Conceptualisation of AI Literacy","","","","","","","eng","","","","","EBSCOhost","","Publisher: MDPI","","/Users/ayaan/Zotero/storage/XNKTPUDI/Černý - 2024 - University Students' Conceptualisation of AI Liter.pdf","","","ARTIFICIAL intelligence; COLLEGE students; DATABASES; INTERORGANIZATIONAL networks; LITERACY; THEMATIC analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCFHX6W6","book","2022","Ng, Davy Tsz Kit; Leung, Jac Ka Lok; Su, Maggie Jiahong; Yim, Iris Heung Yue; Qiao, Maggie Shen; Chu, Samuel Kai Wah","AI Literacy in K-16 Classrooms","","978-3-031-18879-4","","","","Artificial Intelligence is at the top of the agenda for education leaders, scientists, technologists and policy makers in educating the next generation across the globe. Beyond applying AI in daily life applications and educational tools, understanding how to learn and teach AI is increasingly important. Despite these emerging technology breakthroughs, AI learning is still new to educators especially to K-16 teachers. There is a lack of evidence-based studies that inform them about AI learning, including design principles for building a set of curriculum content, and pedagogical approaches as well as technological tools. Teaching AI concepts and techniques from programming languages and developmentally appropriate learning tools (e.g., robotics, serious games, software, intelligent agents) across different education levels emerged in recent years. The primary purpose of this book is to respond to the need to conceptualize the emerging term “AI literacy” and investigate how toteach and learn AI in K-16 education settings.This book examines different aspects of learning artefacts, pedagogies, content knowledge and assessment methods of AI literacy education, from theoretical discussions to practical recommendations for curriculum and instructional design. An exhaustive summary of current evidence with examples is illustrated in this book, as well as cutting-edge research that serves as an AI literacy model for different countries'contexts. Part I, “Conceptualizing AI literacy”, provides a detailed discussion on the development of the concepts and frameworks on AI literacy education, discusses the differences and similarities between AI in education (AIED) and AI literacy education, and illustrates the reasons why K-16 students need to learn AI. These concepts are brought together in Part II, “K-16 AI literacy education” to further summarize the pedagogies, learning content, learning tools and assessment methods to inform K-16educators how to design their AI instruction at each education level. After that, part III “AI literacy for instructional designers” explores how instructional designers (i.e., AI developers and teachers) prepare themselves to become ready to design developmentally appropriate tools, platforms, services and curricula to empower students with AI literacy skills.","2022-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","","","","","","","","","","Springer","Cham","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Study and teaching; Computer literacy--Study and teaching; COMPUTERS / Artificial Intelligence / General; EDUCATION / General; EDUCATION / Teacher Training & Certification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXAHMSJS","journalArticle","2023","Jatileni, Cloneria Nyambali; Sanusi, Ismaila Temitayo; Olaleye, Sunday Adewale; Ayanwale, Musa Adekunle; Agbo, Friday Joseph; Oyelere, Peter B.","Artificial intelligence in compulsory level of education: perspectives from Namibian in-service teachers","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-023-12341-z","","With the push to integrate Artificial Intelligence (AI) from kindergarten to twelfth-grade levels comes a need for equipped teachers. However, there needs to be more initiative in professional learning opportunities, which demands the required effort to ensure teachers learn the AI content they will be teaching. To design an effective professional development program, understanding teachers' existing knowledge, interest and disposition towards AI is crucial to devise strategies that could best support the teachers. As a result, this study aims to investigate in-service teachers' perspectives of teaching AI in schools from the perspective of planned behavior theory. Using a 7-factor scale of AI Anxiety, AI Readiness, AI Relevance, Attitude towards using AI, AI for Social Good, Confidence in AI and Behavioral Intention. This study sampled 159 in-service teachers in Namibia. The teachers' responses were analyzed with SmartPLS using Structural Equation Modelling and various Multigroup Analysis techniques. This study found that teachers' behavioral intention to teach AI depends on a combination of factors, including the relevance of AI, attitude towards using AI, the use of AI for social good and confidence. Meanwhile, AI Anxiety and readiness could not be linked to the intention to teach AI. We discussed our findings, highlighted the study implication, and suggested future directions.<br />","2023-12-07","2024-06-10 06:50:48","2024-06-10 06:50:48","","1-28","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","Artificial intelligence in compulsory level of education","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","/Users/ayaan/Zotero/storage/GMACIHEH/Jatileni et al. - 2023 - Artificial intelligence in compulsory level of edu.pdf","","","Artificial intelligence education; Basic education; In-service Namibian teachers; Social good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KGKQSP5","journalArticle","2024","Cheung, Kason Ka Ching; Long, Yun; Liu, Qian; Chan, Ho-Yin","Unpacking Epistemic Insights of Artificial Intelligence (AI) in Science Education: A Systematic Review","Science & Education: Contributions from History, Philosophy and Sociology of Science and Mathematics","","09267220","10.1007/s11191-024-00511-5","","There is a growing application of Artificial Intelligence (AI) in K-12 science classrooms. In K-12 education, students harness AI technologies to acquire scientific knowledge, ranging from automated personalized virtual scientific inquiry to generative AI tools such as ChatGPT, Sora, and Google Bard. These AI technologies inherit various strengths and limitations in facilitating students’ engagement in scientific activities. There is a lack of framework to develop K-12 students’ epistemic considerations of the interaction between the disciplines of AI and science when they engage in producing, revising, and critiquing scientific knowledge using AI technologies. To accomplish this, we conducted a systematic review for studies that implemented AI technologies in science education. Employing the family resemblance approach as our analytical framework, we examined epistemic insights into relationships between science and AI documented in the literature. Our analysis centered on five distinct categories: aims and values, methods, practices, knowledge, and social–institutional aspects. Notably, we found that only three studies mentioned epistemic insights concerning the interplay between scientific knowledge and AI knowledge. Building upon these findings, we propose a unifying framework that can guide future empirical studies, focusing on three key elements: (a) AI’s application in science and (b) the similarities and (c) differences in epistemological approaches between science and AI. We then conclude our study by proposing a development trajectory for K-12 students’ learning of AI-science epistemic insights.<br />","2024-03-15","2024-06-10 06:50:48","2024-06-10 06:50:48","","1-31","","","","","Science & Education: Contributions from History, Philosophy and Sociology of Science and Mathematics","Unpacking Epistemic Insights of Artificial Intelligence (AI) in Science Education","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","Artificial Intelligence; Epistemic insights; Family resemblance approach; Science education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXL5RD9A","journalArticle","2024","Yi, Honghu; Liu, Ting; Lan, Gongjin","The key artificial intelligence technologies in early childhood education: a review","Artificial Intelligence Review: An International Science and Engineering Journal","","02692821","10.1007/s10462-023-10637-7","","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discuss the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.<br />","2024-01-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","","","1","57","","Artificial Intelligence Review: An International Science and Engineering Journal","The key artificial intelligence technologies in early childhood education","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","/Users/ayaan/Zotero/storage/JZ8DPNVC/Yi et al. - 2024 - The key artificial intelligence technologies in ea.pdf","","","Artificial Intelligence; Early childhood education; Educational technology; Improving classroom teaching; Teaching/learning strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SAKUB46","journalArticle","2024","Song, Yi; Xie, Xiaoyuan; Xu, Baowen","When debugging encounters artificial intelligence: state of the art and open challenges.","SCIENCE CHINA Information Sciences","","1674-733X","10.1007/s11432-022-3803-9","","Both software debugging and artificial intelligence techniques are hot topics in the current field of software engineering. Debugging techniques, which comprise fault localization and program repair, are an important part of the software development lifecycle for ensuring the quality of software systems. As the scale and complexity of software systems grow, developers intend to improve the effectiveness and efficiency of software debugging via artificial intelligence (artificial intelligence for software debugging, AI4SD). On the other hand, many artificial intelligence models are being integrated into safety-critical areas such as autonomous driving, image recognition, and audio processing, where software debugging is highly necessary and urgent (software debugging for artificial intelligence, SD4AI). An AI-enhanced debugging technique could assist in debugging AI systems more effectively, and a more robust and reliable AI approach could further guarantee and support debugging techniques. Therefore, it is important to take AI4SD and SD4AI into consideration comprehensively. In this paper, we want to show readers the path, the trend, and the potential that these two directions interact with each other. We select and review a total of 165 papers in AI4SD and SD4AI for answering three research questions, and further analyze opportunities and challenges as well as suggest future directions of this cross-cutting area.","2024-04-01","2024-06-10 06:50:48","2024-06-10 06:50:48","","1-43","","4","67","","SCIENCE CHINA Information Sciences","When debugging encounters artificial intelligence","","","","","","","eng","","","","","EBSCOhost","","Publisher: Springer Nature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
